tick,sol,sensor.temperature,sensor.wind_speed,sensor.solar_irradiance,sensor.day_phase,sensor.dust,energy.generated,energy.solar_gen,energy.wind_gen,energy.nuclear_gen,energy.consumed,energy.delta,energy.battery,energy.predicted_delta,energy.slope,energy.level,event.active,energy.alert
17,0,-29.58229567961386,9.686130620926125,151.53182650963222,0.6294095225512603,0.17476117732854413,46.01,4.2,1.82,40.0,46.0,0.01,64.57,4.42,0.5512,HIGH,ColdFront,Geração: 46.0 kW  Consumo: 46.0 kW  Saldo: +0.0 kW
18,0,-39.171175713111296,10.346819190888098,85.3539431464824,0.5,0.17876838304677747,44.09,1.88,2.22,40.0,46.0,-1.91,64.38,3.93,0.4648,HIGH,ColdFront,Operação nominal
19,0,-39.55121289255531,10.617438824044786,94.91606654280642,0.3705904774487398,0.16849333103788594,43.94,1.55,2.39,40.0,46.0,-2.06,64.18,3.1,0.3623,HIGH,ColdFront,Operação nominal
20,0,-39.085761062750976,10.589826868843748,86.69633728524707,0.2499999999999999,0.15586317483711976,43.33,0.95,2.38,40.0,46.0,-2.67,63.91,2.37,0.2808,HIGH,ColdFront,Operação nominal
21,0,-38.86031081346843,9.664610154285615,90.90006141244324,0.14644660940672627,0.1511626126098894,42.39,0.59,1.81,40.0,46.0,-3.61,63.55,1.65,0.2088,HIGH,ColdFront,Operação nominal
22,0,-38.60317102371182,9.236927255829528,85.52681813934802,0.06698729810778076,0.14911588036348233,41.83,0.25,1.58,40.0,46.0,-4.17,63.13,0.85,0.1405,HIGH,ColdFront,Operação nominal
23,0,-38.67896347848669,8.58909535302817,97.4680001499638,0.017037086855465844,0.1316789160111223,41.34,0.07,1.27,40.0,46.0,-4.66,62.66,0.08,0.0809,HIGH,ColdFront,Operação nominal
24,1,-38.37653438138313,7.91803712396577,98.83588671145306,0.0,0.1437948588532519,40.99,0.0,0.99,40.0,46.0,-5.01,62.16,-0.66,0.0294,NOMINAL,ColdFront,Operação nominal
25,1,-38.73751142113781,8.849215480225384,103.87308692857253,0.0170370868554659,0.15499692893933992,41.46,0.08,1.39,40.0,46.0,-4.54,61.71,-1.36,-0.0141,NOMINAL,ColdFront,Operação nominal
26,1,-38.99135809831436,8.818209542152562,114.13916751589147,0.06698729810778065,0.16964004248504733,41.71,0.34,1.37,40.0,46.0,-4.29,61.28,-1.88,-0.0434,NOMINAL,ColdFront,Operação nominal
27,1,-38.91269319881792,9.539586610145916,107.88707858809813,0.14644660940672627,0.18545144087567408,42.43,0.7,1.74,40.0,46.0,-3.57,60.92,-2.3,-0.064,NOMINAL,ColdFront,Operação nominal
28,1,-38.772264927088344,9.039340319698056,118.0124773839748,0.2499999999999999,0.18080509031439873,42.78,1.3,1.48,40.0,46.0,-3.22,60.6,-2.55,-0.0741,NOMINAL,ColdFront,Operação nominal
29,1,-38.846671468518736,9.47466865349394,120.70361754195152,0.3705904774487397,0.19558272520475703,43.67,1.97,1.7,40.0,46.0,-2.33,60.37,-2.72,-0.0791,NOMINAL,ColdFront,Operação nominal
30,1,-38.655214547342226,10.093115778969866,115.20811143813785,0.5,0.17620480546760087,44.59,2.53,2.06,40.0,46.0,-1.41,60.23,-2.74,-0.0764,NOMINAL,ColdFront,Operação nominal
31,1,-39.07953600659184,9.87137247646361,120.70319946506304,0.6294095225512605,0.17474620923650253,45.27,3.34,1.92,40.0,46.0,-0.73,60.15,-2.64,-0.0678,NOMINAL,ColdFront,Operação nominal
32,1,-39.12982092309825,9.742355098170584,111.23762230324276,0.75,0.16208732914187085,45.52,3.67,1.85,40.0,46.0,-0.48,60.11,-2.46,-0.0563,NOMINAL,ColdFront,Operação nominal
33,1,-38.7654035943639,9.631514564909956,108.8123302897565,0.8535533905932737,0.1478760686549523,45.87,4.09,1.79,40.0,46.0,-0.13,60.09,-2.27,-0.045,NOMINAL,ColdFront,Operação nominal
34,1,-39.11814613150226,9.921150342085395,117.2184730273296,0.9330127018922194,0.15610929647514693,46.77,4.81,1.95,40.0,46.0,0.77,60.17,-2.06,-0.0335,NOMINAL,ColdFront,Geração: 46.8 kW  Consumo: 46.0 kW  Saldo: +0.8 kW
35,1,-39.167187817246955,10.793866834331933,128.058568037273,0.9829629131445341,0.16995393012942692,48.05,5.54,2.52,40.0,46.0,2.05,60.38,-1.76,-0.0193,NOMINAL,ColdFront,Geração: 48.0 kW  Consumo: 46.0 kW  Saldo: +2.0 kW
36,1,-39.036005923942035,10.980866278654842,130.84819339630548,1.0,0.16928995811333092,48.41,5.76,2.65,40.0,46.0,2.41,60.62,-1.34,-0.0011,NOMINAL,ColdFront,Geração: 48.4 kW  Consumo: 46.0 kW  Saldo: +2.4 kW
37,1,-39.50796544067431,10.216357416524202,123.92676076561963,0.9829629131445341,0.1879238906780816,47.49,5.36,2.13,40.0,46.0,1.49,60.77,-0.93,0.0158,NOMINAL,ColdFront,Geração: 47.5 kW  Consumo: 46.0 kW  Saldo: +1.5 kW
38,1,-39.384636884605186,9.884510363862093,115.48070245193415,0.9330127018922192,0.19393682277983026,46.67,4.74,1.93,40.0,46.0,0.67,60.83,-0.65,0.0261,NOMINAL,ColdFront,Geração: 46.7 kW  Consumo: 46.0 kW  Saldo: +0.7 kW
39,1,-39.48667482911964,10.370415540813848,112.07027978591744,0.8535533905932737,0.20473829983637282,46.44,4.21,2.23,40.0,46.0,0.44,60.88,-0.48,0.0314,NOMINAL,ColdFront,Geração: 46.4 kW  Consumo: 46.0 kW  Saldo: +0.4 kW
40,1,-39.07995552693857,10.395680645695588,107.00388214040636,0.7500000000000002,0.19945089220264758,45.78,3.53,2.25,40.0,46.0,-0.22,60.85,-0.36,0.035,NOMINAL,ColdFront,Operação nominal
41,1,-39.512940015256035,9.96364205935504,106.1825774096372,0.6294095225512603,0.18719709008844973,44.92,2.94,1.98,40.0,46.0,-1.08,60.75,-0.31,0.0355,NOMINAL,ColdFront,Operação nominal
42,1,-39.58607818277041,9.108838568632518,111.03374451294589,0.5,0.19361678039187336,41.51,0.0,1.51,40.0,44.0,-2.49,60.5,-0.35,0.0328,NOMINAL,ColdFront,Operação nominal
43,1,-39.46215630429421,8.118800977244643,108.91131432852755,0.3705904774487398,0.20070250691955374,41.07,0.0,1.07,40.0,44.0,-2.93,60.2,-0.52,0.0257,NOMINAL,ColdFront,Operação nominal
44,1,-39.14881458122642,8.161913861690676,117.63115186038408,0.2499999999999999,0.21837735718284695,41.09,0.0,1.09,40.0,44.0,-2.91,59.91,-0.72,0.018,NOMINAL,ColdFront,Operação nominal
45,1,-39.079808874565956,7.903832936269637,126.3062248667902,0.14644660940672627,0.22399946203133123,40.99,0.0,0.99,40.0,44.0,-3.01,59.61,-0.9,0.0114,NOMINAL,ColdFront,Operação nominal
46,1,-39.5087331421462,8.563941044334594,117.80328323759124,0.06698729810778076,0.22947697634073735,41.26,0.0,1.26,40.0,44.0,-2.74,59.34,-1.08,0.0053,NOMINAL,,Operação nominal
47,1,-29.43343464908367,8.865053502001256,210.13863726253587,0.017037086855465844,0.23381591318354952,41.39,0.0,1.39,40.0,44.0,-2.61,59.08,-1.22,0.0007,NOMINAL,,Operação nominal
48,2,-29.490818834813716,8.223252198932592,225.21252062178203,0.0,0.22126597859143476,41.11,0.0,1.11,40.0,44.0,-2.89,58.79,-1.33,-0.0031,NOMINAL,,Operação nominal
49,2,-29.002905276457977,9.025300999109383,233.66678707436995,0.0170370868554659,0.20635605076901092,41.47,0.0,1.47,40.0,44.0,-2.53,58.54,-1.47,-0.007,NOMINAL,,Operação nominal
50,2,-29.05594512200041,9.904020091401023,226.67478846459412,0.06698729810778065,0.19975832870482743,41.94,0.0,1.94,40.0,44.0,-2.06,58.33,-1.72,-0.0191,NOMINAL,,Operação nominal
51,2,-28.652443992193923,9.345287865026865,234.44424225788418,0.14644660940672627,0.21955476033956414,43.14,1.51,1.63,40.0,46.0,-2.86,58.04,-1.93,-0.0298,NOMINAL,,Operação nominal
52,2,-28.237370603137045,9.417211708414309,247.68723826035125,0.2499999999999999,0.23294193462713073,44.39,2.72,1.67,40.0,46.0,-1.61,57.88,-2.2,-0.0417,NOMINAL,,Operação nominal
53,2,-28.16004307172193,10.14413005825568,267.3462471749464,0.3705904774487397,0.2505336108702271,46.45,4.36,2.09,40.0,46.0,0.45,57.93,-2.32,-0.0484,NOMINAL,ColdFront,Geração: 46.5 kW  Consumo: 46.0 kW  Saldo: +0.5 kW
54,2,-38.25535506602581,9.98412832306321,156.78872355915252,0.5,0.2548737330838599,45.44,3.45,1.99,40.0,46.0,-0.56,57.87,-2.27,-0.0489,NOMINAL,ColdFront,Operação nominal
55,2,-38.31886029296403,9.702753914962107,147.37076864399702,0.6294095225512605,0.23515121645676185,45.91,4.08,1.83,40.0,46.0,-0.09,57.86,-2.26,-0.0497,NOMINAL,ColdFront,Operação nominal
56,2,-38.46782775696852,8.78995213978165,143.60155292061876,0.75,0.2465489915484893,46.1,4.74,1.36,40.0,46.0,0.1,57.87,-2.16,-0.046,NOMINAL,ColdFront,Geração: 46.1 kW  Consumo: 46.0 kW  Saldo: +0.1 kW
57,2,-38.76986775517096,8.628554830607456,139.89713120901618,0.8535533905932737,0.24792333365676816,46.54,5.25,1.28,40.0,46.0,0.54,57.93,-1.99,-0.0385,NOMINAL,ColdFront,Geração: 46.5 kW  Consumo: 46.0 kW  Saldo: +0.5 kW
58,2,-38.27404781139728,9.342881817810122,144.20911998991983,0.9330127018922194,0.23341725497812202,47.55,5.92,1.63,40.0,46.0,1.55,58.08,-1.75,-0.0282,NOMINAL,ColdFront,Geração: 47.5 kW  Consumo: 46.0 kW  Saldo: +1.5 kW
59,2,-38.10058447893198,9.641367665516077,143.69988788019177,0.9829629131445341,0.22173165636619313,48.01,6.22,1.79,40.0,46.0,2.01,58.28,-1.43,-0.0153,NOMINAL,ColdFront,Geração: 48.0 kW  Consumo: 46.0 kW  Saldo: +2.0 kW
60,2,-37.88230098936904,9.090185721129949,147.0838821315983,1.0,0.21297555650469532,47.97,6.47,1.5,40.0,46.0,1.97,58.48,-1.01,0.0023,NOMINAL,ColdFront,Geração: 48.0 kW  Consumo: 46.0 kW  Saldo: +2.0 kW
61,2,-38.088228175602566,9.097995582011619,146.387973384803,0.9829629131445341,0.19602759193634378,47.84,6.33,1.51,40.0,46.0,1.84,58.66,-0.6,0.0199,NOMINAL,ColdFront,Geração: 47.8 kW  Consumo: 46.0 kW  Saldo: +1.8 kW
62,2,-38.304727355066575,8.40063842218359,158.1368433749311,0.9330127018922192,0.17839108790064034,47.68,6.49,1.19,40.0,46.0,1.68,58.83,-0.2,0.0363,NOMINAL,ColdFront,Geração: 47.7 kW  Consumo: 46.0 kW  Saldo: +1.7 kW
63,2,-38.04266627855582,7.445192910424074,148.39955666456999,0.8535533905932737,0.17336721306659203,46.4,5.57,0.83,40.0,46.0,0.4,58.87,0.2,0.0535,HIGH,ColdFront,Geração: 46.4 kW  Consumo: 46.0 kW  Saldo: +0.4 kW
64,2,-37.72290063403004,7.33120080412045,157.9639982254753,0.7500000000000002,0.17007349237393599,46.0,5.21,0.79,40.0,46.0,0.0,58.87,0.47,0.0663,HIGH,ColdFront,Operação nominal
65,2,-37.518447299059076,7.018109669674212,157.21927597880116,0.6294095225512603,0.18543036054904188,45.05,4.35,0.69,40.0,46.0,-0.95,58.78,0.69,0.0768,HIGH,ColdFront,Operação nominal
66,2,-37.492199047857795,6.644716751424621,156.37294494293477,0.5,0.17758450092550532,44.03,3.44,0.59,40.0,46.0,-1.97,58.58,0.77,0.0806,HIGH,ColdFront,Operação nominal
67,2,-37.18469835464877,7.093009918516221,151.7678252660228,0.3705904774487398,0.19176322075760482,43.19,2.47,0.71,40.0,46.0,-2.81,58.3,0.67,0.0768,HIGH,ColdFront,Operação nominal
68,2,-37.48241408573993,7.203482834245083,158.41178343043296,0.2499999999999999,0.1950766480137356,42.49,1.74,0.75,40.0,46.0,-3.51,57.95,0.5,0.0705,HIGH,ColdFront,Operação nominal
69,2,-37.50228519236708,7.680529225962966,159.20397541258265,0.14644660940672627,0.18248865699181224,41.93,1.03,0.91,40.0,46.0,-4.07,57.54,0.25,0.0608,HIGH,ColdFront,Operação nominal
70,2,-37.119452940633465,7.43378126282208,156.8185266293835,0.06698729810778076,0.17760378300643045,41.28,0.46,0.82,40.0,46.0,-4.72,57.07,-0.09,0.0473,NOMINAL,ColdFront,Operação nominal
71,2,-37.10962374936729,7.203538699547445,151.14394068587936,0.017037086855465844,0.15912326438354119,40.86,0.11,0.75,40.0,46.0,-5.14,56.55,-0.51,0.0307,NOMINAL,ColdFront,Operação nominal
72,3,-36.72032943914196,6.718441585682872,152.11504145078223,0.0,0.1519303725183978,40.61,0.0,0.61,40.0,46.0,-5.39,56.02,-0.99,0.0117,NOMINAL,ColdFront,Operação nominal
73,3,-36.66117904699147,6.823309284943591,154.42352716734283,0.0170370868554659,0.16742449008498253,40.75,0.12,0.64,40.0,46.0,-5.25,55.49,-1.49,-0.0087,NOMINAL,ColdFront,Operação nominal
74,3,-36.95286240613854,7.3336165088064,142.83540270512194,0.06698729810778065,0.15563242212601336,41.21,0.42,0.79,40.0,46.0,-4.79,55.01,-1.97,-0.0275,NOMINAL,,Operação nominal
75,3,-26.933710056947923,7.1289715698674385,232.5132900561307,0.14644660940672627,0.13888964659616704,42.22,1.5,0.72,40.0,46.0,-3.78,54.63,-2.39,-0.0444,NOMINAL,,Operação nominal
76,3,-27.013706074708846,7.669741672583488,227.69278597302957,0.2499999999999999,0.12814778663144233,43.41,2.5,0.9,40.0,46.0,-2.59,54.37,-2.7,-0.0567,NOMINAL,,Operação nominal
77,3,-26.558744751667533,6.978701496718923,211.97190315203588,0.3705904774487397,0.11231751796008065,44.14,3.46,0.68,40.0,46.0,-1.86,54.19,-2.89,-0.0651,NOMINAL,,Operação nominal
78,3,-26.46032448988075,7.29751920218004,204.27324874501784,0.5,0.09656705324012577,45.27,4.49,0.78,40.0,46.0,-0.73,54.12,-2.98,-0.0692,NOMINAL,ColdFront,Operação nominal
79,3,-36.794654965953384,7.203557099239479,118.50931662114907,0.6294095225512605,0.08207331614583797,44.03,3.28,0.75,40.0,46.0,-1.97,53.92,-2.94,-0.0681,NOMINAL,ColdFront,Operação nominal
80,3,-36.91303569449996,6.484750601107608,114.82527800229187,0.75,0.06649474111121648,44.33,3.79,0.55,40.0,46.0,-1.67,53.75,-2.98,-0.0685,NOMINAL,ColdFront,Operação nominal
81,3,-36.95809826007712,6.895983647642044,108.41862349674766,0.8535533905932737,0.06556674085029324,44.73,4.07,0.66,40.0,46.0,-1.27,53.62,-2.97,-0.0672,NOMINAL,ColdFront,Operação nominal
82,3,-36.884860041778424,6.50624800248253,111.29245731050227,0.9330127018922194,0.05216481144854372,45.12,4.57,0.55,40.0,46.0,-0.88,53.54,-2.91,-0.0639,NOMINAL,ColdFront,Operação nominal
83,3,-36.808658004855104,5.572426344379409,118.04361763200785,0.9829629131445341,0.05916869925981696,45.45,5.11,0.35,40.0,46.0,-0.55,53.48,-2.78,-0.0571,NOMINAL,ColdFront,Operação nominal
84,3,-36.550037438398974,4.662883803561199,117.78371706672719,1.0,0.0549978648559052,45.39,5.18,0.2,40.0,46.0,-0.61,53.42,-2.56,-0.0459,NOMINAL,ColdFront,Operação nominal
85,3,-36.35953499017875,5.150347250738411,124.29497591481127,0.9829629131445341,0.04805987250492979,45.65,5.38,0.27,40.0,46.0,-0.35,53.39,-2.32,-0.0335,NOMINAL,ColdFront,Operação nominal
86,3,-36.560714467047546,4.851213855336194,117.82677615637716,0.9330127018922192,0.05390034819606114,45.07,4.84,0.23,40.0,46.0,-0.93,53.29,-2.09,-0.0226,NOMINAL,ColdFront,Operação nominal
87,3,-36.6177509337855,5.505934875466538,107.54322518185106,0.8535533905932737,0.042024817597264716,44.37,4.04,0.33,40.0,46.0,-1.63,53.13,-1.94,-0.0152,NOMINAL,ColdFront,Operação nominal
88,3,-37.110314120787436,6.264052467020658,106.5034311006715,0.7500000000000002,0.03679640105938626,44.01,3.51,0.49,40.0,46.0,-1.99,52.93,-1.86,-0.01,NOMINAL,ColdFront,Operação nominal
89,3,-37.24371088697585,5.783451637859605,114.73530731420924,0.6294095225512603,0.02371305080007631,43.18,3.18,0.0,40.0,45.0,-1.82,52.75,-1.83,-0.0073,NOMINAL,ColdFront,Operação nominal
90,3,-36.81369245176721,5.227197755441877,125.00236604613619,0.5,0.03335179535659667,42.75,2.75,0.0,40.0,45.0,-2.25,52.52,-1.82,-0.0062,NOMINAL,ColdFront,Operação nominal
91,3,-36.62492343059627,6.104011752565629,128.4822871326592,0.3705904774487398,0.04623080939024034,42.1,2.1,0.0,40.0,45.0,-2.9,52.23,-1.9,-0.0099,NOMINAL,ColdFront,Operação nominal
92,3,-36.593850086544464,6.401768688498163,139.13842799480506,0.2499999999999999,0.03793867088668762,41.53,1.53,0.0,40.0,45.0,-3.47,51.89,-2.06,-0.0164,NOMINAL,ColdFront,Operação nominal
93,3,-36.71490140076432,6.540349480188276,128.90812291284402,0.14644660940672627,0.03146389615913049,41.39,0.83,0.56,40.0,46.0,-4.61,51.43,-2.27,-0.0243,NOMINAL,ColdFront,Operação nominal
94,3,-36.69833544900348,5.75342697885232,138.29443455456723,0.06698729810778076,0.04041545945575911,40.79,0.41,0.38,40.0,46.0,-5.21,50.9,-2.57,-0.0354,NOMINAL,ColdFront,Operação nominal
95,3,-36.301074967079145,5.643817996674363,145.13269515784347,0.017037086855465844,0.0314604320043689,40.47,0.11,0.36,40.0,46.0,-5.53,50.35,-2.91,-0.0471,NOMINAL,,Operação nominal
96,4,-25.82029885171361,5.455986633486309,239.91204970320953,0.0,0.03627758530730613,40.32,0.0,0.32,40.0,46.0,-5.68,49.78,-3.26,-0.059,NOMINAL,,Operação nominal
97,4,-25.377797584510205,5.74141724732953,236.82725194086817,0.0170370868554659,0.028493637483705377,40.56,0.18,0.38,40.0,46.0,-5.44,49.24,-3.63,-0.0717,NOMINAL,,Operação nominal
98,4,-25.404015629490747,5.372878038399681,235.3359174328221,0.06698729810778065,0.041909434625803266,41.0,0.69,0.31,40.0,46.0,-5.0,48.74,-3.96,-0.0825,NOMINAL,,Operação nominal
99,4,-25.821807109234687,6.366139748638904,221.3839163545973,0.14644660940672627,0.03938230081839593,41.94,1.43,0.52,40.0,46.0,-4.06,48.33,-4.22,-0.0907,NOMINAL,,Operação nominal
100,4,-25.324913323743143,6.084858596087303,235.6489276058288,0.2499999999999999,0.05795782678289638,43.49,2.59,0.9,40.0,47.0,-3.51,47.98,-4.43,-0.0982,NOMINAL,,Operação nominal
101,4,-25.520769770040417,5.2078400995248275,249.82719949442338,0.3705904774487397,0.06255796779620351,44.64,4.07,0.56,40.0,47.0,-2.36,47.75,-4.53,-0.1009,NOMINAL,,Operação nominal
102,4,-25.632685233090378,4.25109917585099,264.0755516325372,0.5,0.07240577080883183,46.12,5.81,0.31,40.0,47.0,-0.88,47.66,-4.45,-0.095,NOMINAL,,Operação nominal
103,4,-25.248980089473406,4.203680023235288,269.7259280677011,0.6294095225512605,0.07815984034382076,47.77,7.47,0.3,40.0,47.0,0.77,47.74,-4.28,-0.0877,NOMINAL,,Geração: 47.8 kW  Consumo: 47.0 kW  Saldo: +0.8 kW
104,4,-25.38626737130165,3.931881416288914,283.516835043247,0.75,0.0794102687921616,49.6,9.36,0.24,40.0,47.0,2.6,48.0,-3.94,-0.0748,NOMINAL,,Geração: 49.6 kW  Consumo: 47.0 kW  Saldo: +2.6 kW
105,4,-25.76060078619311,4.450193947488008,271.87454336678263,0.8535533905932737,0.06979822386680681,50.56,10.21,0.35,40.0,47.0,3.56,48.35,-3.45,-0.057,NOMINAL,,Geração: 50.6 kW  Consumo: 47.0 kW  Saldo: +3.6 kW
106,4,-25.663166494836766,3.462608022645957,278.71827105571964,0.9330127018922194,0.05828505982973044,51.61,11.44,0.17,40.0,47.0,4.61,48.81,-2.87,-0.0357,NOMINAL,,Geração: 51.6 kW  Consumo: 47.0 kW  Saldo: +4.6 kW
107,4,-25.232737820853842,2.9529488314249006,289.04373813345865,0.9829629131445341,0.07291882574384136,52.5,12.5,0.0,40.0,47.0,5.5,49.36,-2.16,-0.0094,NOMINAL,,Geração: 52.5 kW  Consumo: 47.0 kW  Saldo: +5.5 kW
108,4,-25.07225591227181,2.12615384209911,306.80634156851386,1.0,0.07213985613806038,53.5,13.5,0.0,40.0,47.0,6.5,50.01,-1.37,0.02,NOMINAL,,Geração: 53.5 kW  Consumo: 47.0 kW  Saldo: +6.5 kW
109,4,-24.68304179668271,1.2104839101202363,302.47592648184286,0.9829629131445341,0.06571014052908067,53.08,13.08,0.0,40.0,47.0,6.08,50.62,-0.5,0.0515,NOMINAL,,Geração: 53.1 kW  Consumo: 47.0 kW  Saldo: +6.1 kW
110,4,-24.5155009658846,0.8670745553742885,301.78571679547673,0.9330127018922192,0.08457670475118316,52.39,12.39,0.0,40.0,47.0,5.39,51.16,0.31,0.0811,HIGH,,Geração: 52.4 kW  Consumo: 47.0 kW  Saldo: +5.4 kW
111,4,-24.741879367677363,0.0,300.7370147974819,0.8535533905932737,0.08663360760509942,51.29,11.29,0.0,40.0,47.0,4.29,51.59,1.05,0.108,HIGH,Sandstorm,Geração: 51.3 kW  Consumo: 47.0 kW  Saldo: +4.3 kW
112,4,-25.16372267917839,15.0,58.904777328417595,0.7500000000000002,0.5030355660693021,55.44,1.94,13.5,40.0,47.0,8.44,52.43,1.63,0.1284,HIGH,Sandstorm,Geração: 55.4 kW  Consumo: 47.0 kW  Saldo: +8.4 kW
113,4,-25.31946165443937,15.0,56.00880089724938,0.6294095225512603,0.5026092709078479,55.05,1.55,13.5,40.0,47.0,8.05,53.24,2.53,0.1578,HIGH,Sandstorm,Geração: 55.0 kW  Consumo: 47.0 kW  Saldo: +8.0 kW
114,4,-25.363348719808585,15.0,55.48772826718648,0.5,0.5215111703654254,54.72,1.22,13.5,40.0,47.0,7.72,54.01,3.33,0.1828,HIGH,Sandstorm,Geração: 54.7 kW  Consumo: 47.0 kW  Saldo: +7.7 kW
115,4,-25.576308199603183,15.804915558419017,54.5124269981491,0.3705904774487398,0.5153700437449484,56.68,0.89,15.79,40.0,47.0,9.68,54.98,4.03,0.2033,HIGH,Sandstorm,Geração: 56.7 kW  Consumo: 47.0 kW  Saldo: +9.7 kW
116,4,-25.862509227865214,15.554312290894487,50.77839223897413,0.2499999999999999,0.5072481049823483,55.61,0.56,15.05,40.0,47.0,8.61,55.84,4.83,0.2255,HIGH,Sandstorm,Geração: 55.6 kW  Consumo: 47.0 kW  Saldo: +8.6 kW
117,4,-26.264949020517427,15.590287672962928,50.783844274783505,0.14644660940672627,0.5260345649096654,55.48,0.33,15.16,40.0,47.0,8.48,56.69,5.48,0.2417,HIGH,Sandstorm,Geração: 55.5 kW  Consumo: 47.0 kW  Saldo: +8.5 kW
118,4,-26.199231356604226,16.427853981912726,54.44719886262174,0.06698729810778076,0.5145940173811182,57.73,0.0,17.73,40.0,45.0,12.73,57.96,6.06,0.2548,HIGH,Sandstorm,Geração: 57.7 kW  Consumo: 45.0 kW  Saldo: +12.7 kW
119,4,-26.588799464891988,17.108598427381143,50.94968972435689,0.017037086855465844,0.527182939530268,60.03,0.0,20.03,40.0,45.0,15.03,59.46,6.94,0.2756,HIGH,Sandstorm,Geração: 60.0 kW  Consumo: 45.0 kW  Saldo: +15.0 kW
120,5,-26.38033437252353,16.315630354556657,53.16361090670055,0.0,0.5302488865368691,57.37,0.0,17.37,40.0,47.0,10.37,60.5,7.94,0.2994,HIGH,Sandstorm,Geração: 57.4 kW  Consumo: 47.0 kW  Saldo: +10.4 kW
121,5,-26.605171557105006,15.826166695014829,52.81407353748238,0.0170370868554659,0.5237689554601563,55.9,0.04,15.86,40.0,47.0,8.9,61.39,8.49,0.3083,HIGH,Sandstorm,Geração: 55.9 kW  Consumo: 47.0 kW  Saldo: +8.9 kW
122,5,-26.700204828272213,16.65974979141335,54.225699193094854,0.06698729810778065,0.5054379538618614,58.66,0.16,18.5,40.0,47.0,11.66,62.56,8.88,0.3122,HIGH,Sandstorm,Geração: 58.7 kW  Consumo: 47.0 kW  Saldo: +11.7 kW
123,5,-26.5638700790901,17.5392199406013,57.17284514392973,0.14644660940672627,0.5122622047700232,61.95,0.37,21.58,40.0,47.0,14.95,64.05,9.48,0.3228,HIGH,Sandstorm,Geração: 62.0 kW  Consumo: 47.0 kW  Saldo: +15.0 kW
124,5,-26.15476104141657,17.903795715040033,58.53963171902419,0.2499999999999999,0.5293875986696541,63.6,0.64,22.96,40.0,47.0,16.6,65.71,10.36,0.3427,HIGH,Sandstorm,Geração: 63.6 kW  Consumo: 47.0 kW  Saldo: +16.6 kW
125,5,-26.441817823068057,17.299926779477932,57.361587057426256,0.3705904774487397,0.5361918097639138,61.65,0.94,20.71,40.0,47.0,14.65,67.18,11.38,0.3679,HIGH,Sandstorm,Geração: 61.6 kW  Consumo: 47.0 kW  Saldo: +14.6 kW
126,5,-26.233311607057686,17.66391137426799,55.796415941109274,0.5,0.520401558449153,63.27,1.23,22.05,40.0,47.0,16.27,68.8,12.21,0.388,HIGH,Sandstorm,Geração: 63.3 kW  Consumo: 47.0 kW  Saldo: +16.3 kW
127,5,-26.550898360871578,18.322944383427615,53.312265000754955,0.6294095225512605,0.5280231018118227,66.08,1.48,24.61,40.0,47.0,19.08,70.71,13.19,0.4135,HIGH,Sandstorm,Geração: 66.1 kW  Consumo: 47.0 kW  Saldo: +19.1 kW
128,5,-26.749117934200395,18.239121310810066,52.91505809122279,0.75,0.5198874514766314,66.02,1.75,24.27,40.0,47.0,19.02,72.61,14.3,0.441,HIGH,Sandstorm,Geração: 66.0 kW  Consumo: 47.0 kW  Saldo: +19.0 kW
129,5,-26.445860442031734,17.478337879142632,52.62974480263381,0.8535533905932737,0.5370092956811803,63.33,1.98,21.36,40.0,47.0,16.33,74.25,15.37,0.4668,HIGH,Sandstorm,Geração: 63.3 kW  Consumo: 47.0 kW  Saldo: +16.3 kW
130,5,-25.974132473337832,16.671141269378815,54.4015103116871,0.9330127018922194,0.5213214216301889,60.77,2.23,18.53,40.0,57.0,3.77,74.62,16.17,0.4847,HIGH,Sandstorm,Geração: 60.8 kW  Consumo: 57.0 kW  Saldo: +3.8 kW
131,5,-25.542519201892937,16.660134399392927,55.22849430217159,0.9829629131445341,0.5303002577306268,60.89,2.39,18.5,40.0,57.0,3.89,75.01,15.9,0.4695,HIGH,Sandstorm,Geração: 60.9 kW  Consumo: 57.0 kW  Saldo: +3.9 kW
132,5,-25.873855110306778,16.62821172777219,53.17305812203619,1.0,0.5375648170281631,60.73,2.34,18.39,40.0,57.0,3.73,75.38,15.64,0.4551,HIGH,Sandstorm,Geração: 60.7 kW  Consumo: 57.0 kW  Saldo: +3.7 kW
133,5,-26.139950726518606,17.49227311014089,52.75591013483145,0.9829629131445341,0.5379961855529827,63.69,2.28,21.41,40.0,57.0,6.69,76.05,15.35,0.4396,HIGH,Sandstorm,Geração: 63.7 kW  Consumo: 57.0 kW  Saldo: +6.7 kW
134,5,-26.54113207141654,18.421584364825698,56.34752246915738,0.9330127018922192,0.5398053350693992,67.32,2.31,25.01,40.0,57.0,10.32,77.09,15.3,0.4319,HIGH,Sandstorm,Geração: 67.3 kW  Consumo: 57.0 kW  Saldo: +10.3 kW
135,5,-26.477781917746007,18.483161815002106,58.41128453303176,0.8535533905932737,0.5579669805336515,67.45,2.19,25.26,40.0,57.0,10.45,78.13,15.52,0.4312,HIGH,Sandstorm,Geração: 67.5 kW  Consumo: 57.0 kW  Saldo: +10.5 kW
